source_name,source_category,local_xml_url,xml_url,feed_url,error_message,error_type
司机社综合月排行榜,Videos,,http://127.0.0.1:1200/xsijishe/rank/monthly,http://127.0.0.1:1200/xsijishe/rank/monthly,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""videos-bd29fe04"", ""feed_url"": ""http://127.0.0.1:1200/xsijishe/rank/monthly""}, ""run"": {""run_id"": ""rss_20260516_082425_900857_videos-bd29fe04"", ""source_id"": ""videos-bd29fe04"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:25.900857+00:00"", ""finished_at"": ""2026-05-16T08:24:27.918754+00:00"", ""duration_ms"": 2018, ""duration_seconds"": 2.018, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history",rsshub_503
学习一下订阅源,Articles,,http://127.0.0.1:1200/follow/profile/158883963341209600,http://127.0.0.1:1200/follow/profile/158883963341209600,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""articles-4b4daed3"", ""feed_url"": ""http://127.0.0.1:1200/follow/profile/158883963341209600""}, ""run"": {""run_id"": ""rss_20260516_082445_058225_articles-4b4daed3"", ""source_id"": ""articles-4b4daed3"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:45.058225+00:00"", ""finished_at"": ""2026-05-16T08:24:48.000742+00:00"", ""duration_ms"": 2943, ""duration_seconds"": 2.943, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, """,rsshub_503
小波心理,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/1033890839,http://127.0.0.1:1200/bilibili/user/video/1033890839,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-b6e88840"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/1033890839""}, ""run"": {""run_id"": ""rss_20260516_082458_349005_videos-b6e88840"", ""source_id"": ""videos-b6e88840"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:58.349005+00:00"", ""finished_at"": ""2026-05-16T08:25:18.644196+00:00"", ""duration_ms"": 20295, ""duration_seconds"": 20.295, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeou",timeout
少数派,Articles/优质信息源,,http://127.0.0.1:1200/sspai/index,http://127.0.0.1:1200/sspai/index,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""articles-4f25584f"", ""feed_url"": ""http://127.0.0.1:1200/sspai/index""}, ""run"": {""run_id"": ""rss_20260516_082459_372411_articles-4f25584f"", ""source_id"": ""articles-4f25584f"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:59.372411+00:00"", ""finished_at"": ""2026-05-16T08:25:19.382648+00:00"", ""duration_ms"": 20010, ""duration_seconds"": 20.01, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"":",timeout
少数派 -- Matrix,Articles/优质信息源,,http://127.0.0.1:1200/sspai/matrix,http://127.0.0.1:1200/sspai/matrix,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""articles-matrix"", ""feed_url"": ""http://127.0.0.1:1200/sspai/matrix""}, ""run"": {""run_id"": ""rss_20260516_082500_367857_articles-matrix"", ""source_id"": ""articles-matrix"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:00.367857+00:00"", ""finished_at"": ""2026-05-16T08:25:20.383664+00:00"", ""duration_ms"": 20016, ""duration_seconds"": 20.016, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""ti",timeout
岱川博士,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/584630077,http://127.0.0.1:1200/bilibili/user/video/584630077,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-a2576d22"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/584630077""}, ""run"": {""run_id"": ""rss_20260516_082501_370505_videos-a2576d22"", ""source_id"": ""videos-a2576d22"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:01.370505+00:00"", ""finished_at"": ""2026-05-16T08:25:21.410668+00:00"", ""duration_ms"": 20040, ""duration_seconds"": 20.04, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout""",timeout
岺玖贰叁,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/521296768,http://127.0.0.1:1200/bilibili/user/video/521296768,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-228c15a2"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/521296768""}, ""run"": {""run_id"": ""rss_20260516_082502_382177_videos-228c15a2"", ""source_id"": ""videos-228c15a2"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:02.382177+00:00"", ""finished_at"": ""2026-05-16T08:25:22.433965+00:00"", ""duration_ms"": 20052, ""duration_seconds"": 20.052, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout",timeout
峡谷玄学家,Videos/绝活娱乐,,http://127.0.0.1:1200/bilibili/user/video/3493128455587886,http://127.0.0.1:1200/bilibili/user/video/3493128455587886,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-81d2bd04"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/3493128455587886""}, ""run"": {""run_id"": ""rss_20260516_082503_392908_videos-81d2bd04"", ""source_id"": ""videos-81d2bd04"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:03.392908+00:00"", ""finished_at"": ""2026-05-16T08:25:23.401598+00:00"", ""duration_ms"": 20009, ""duration_seconds"": 20.009, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_",rsshub_503
巅峰球迷汇,Videos/最娱乐,,http://127.0.0.1:1200/bilibili/user/video/365372809,http://127.0.0.1:1200/bilibili/user/video/365372809,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-7d4d5202"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/365372809""}, ""run"": {""run_id"": ""rss_20260516_082504_401390_videos-7d4d5202"", ""source_id"": ""videos-7d4d5202"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:04.401390+00:00"", ""finished_at"": ""2026-05-16T08:25:24.426975+00:00"", ""duration_ms"": 20026, ""duration_seconds"": 20.026, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout",timeout
差评君,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/19319172,http://127.0.0.1:1200/bilibili/user/video/19319172,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-38d3abd1"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/19319172""}, ""run"": {""run_id"": ""rss_20260516_082505_409507_videos-38d3abd1"", ""source_id"": ""videos-38d3abd1"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:05.409507+00:00"", ""finished_at"": ""2026-05-16T08:25:25.501840+00:00"", ""duration_ms"": 20092, ""duration_seconds"": 20.092, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout""",timeout
影视飓风,Videos/最娱乐,,http://127.0.0.1:1200/bilibili/user/video/946974,http://127.0.0.1:1200/bilibili/user/video/946974,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-473300ff"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/946974""}, ""run"": {""run_id"": ""rss_20260516_082508_446409_videos-473300ff"", ""source_id"": ""videos-473300ff"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:08.446409+00:00"", ""finished_at"": ""2026-05-16T08:25:29.083098+00:00"", ""duration_ms"": 20637, ""duration_seconds"": 20.637, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"", ",timeout
心河摆渡,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/230983435,http://127.0.0.1:1200/bilibili/user/video/230983435,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-1134c99b"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/230983435""}, ""run"": {""run_id"": ""rss_20260516_082509_597332_videos-1134c99b"", ""source_id"": ""videos-1134c99b"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:09.597332+00:00"", ""finished_at"": ""2026-05-16T08:25:30.114867+00:00"", ""duration_ms"": 20518, ""duration_seconds"": 20.518, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout",timeout
思维实验室,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/14583962,http://127.0.0.1:1200/bilibili/user/video/14583962,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-7008e0e9"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/14583962""}, ""run"": {""run_id"": ""rss_20260516_082510_677720_videos-7008e0e9"", ""source_id"": ""videos-7008e0e9"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:10.677720+00:00"", ""finished_at"": ""2026-05-16T08:25:30.769560+00:00"", ""duration_ms"": 20092, ""duration_seconds"": 20.092, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout""",timeout
慢慢学的四饼,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/95240876,http://127.0.0.1:1200/bilibili/user/video/95240876,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-a259b3dc"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/95240876""}, ""run"": {""run_id"": ""rss_20260516_082511_468332_videos-a259b3dc"", ""source_id"": ""videos-a259b3dc"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:11.468332+00:00"", ""finished_at"": ""2026-05-16T08:25:31.478121+00:00"", ""duration_ms"": 20010, ""duration_seconds"": 20.01, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"",",timeout
戴建业老师,Videos/绝活娱乐,,http://127.0.0.1:1200/bilibili/user/video/532741557,http://127.0.0.1:1200/bilibili/user/video/532741557,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-23b9d7b4"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/532741557""}, ""run"": {""run_id"": ""rss_20260516_082512_477784_videos-23b9d7b4"", ""source_id"": ""videos-23b9d7b4"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:12.477784+00:00"", ""finished_at"": ""2026-05-16T08:25:32.508384+00:00"", ""duration_ms"": 20031, ""duration_seconds"": 20.031, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout",timeout
拣尽南枝,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/39597640,http://127.0.0.1:1200/bilibili/user/video/39597640,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-23dacd94"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/39597640""}, ""run"": {""run_id"": ""rss_20260516_082513_487949_videos-23dacd94"", ""source_id"": ""videos-23dacd94"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:13.487949+00:00"", ""finished_at"": ""2026-05-16T08:25:33.537665+00:00"", ""duration_ms"": 20050, ""duration_seconds"": 20.05, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"",",timeout
新石器公园,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/489640651,http://127.0.0.1:1200/bilibili/user/video/489640651,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-d27d49e7"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/489640651""}, ""run"": {""run_id"": ""rss_20260516_082519_866329_videos-d27d49e7"", ""source_id"": ""videos-d27d49e7"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:19.866329+00:00"", ""finished_at"": ""2026-05-16T08:25:40.265245+00:00"", ""duration_ms"": 20399, ""duration_seconds"": 20.399, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout",timeout
时代观察 - 乌有之乡网刊,Articles/社评,,http://127.0.0.1:1200/wyzxwk/article,http://127.0.0.1:1200/wyzxwk/article,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""articles-dfa99bd5"", ""feed_url"": ""http://127.0.0.1:1200/wyzxwk/article""}, ""run"": {""run_id"": ""rss_20260516_082520_910234_articles-dfa99bd5"", ""source_id"": ""articles-dfa99bd5"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:20.910234+00:00"", ""finished_at"": ""2026-05-16T08:25:29.082867+00:00"", ""duration_ms"": 8173, ""duration_seconds"": 8.173, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history""",rsshub_503
是啤酒鸭-梗图,Videos/绝活娱乐,,http://127.0.0.1:1200/bilibili/user/video/1073153713,http://127.0.0.1:1200/bilibili/user/video/1073153713,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-21b8a546"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/1073153713""}, ""run"": {""run_id"": ""rss_20260516_082521_956913_videos-21b8a546"", ""source_id"": ""videos-21b8a546"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:21.956913+00:00"", ""finished_at"": ""2026-05-16T08:25:42.200865+00:00"", ""duration_ms"": 20244, ""duration_seconds"": 20.244, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeou",timeout
是落拓呀,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/43276908,http://127.0.0.1:1200/bilibili/user/video/43276908,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""timed out"", ""retryable"": true, ""source_id"": ""videos-51174438"", ""feed_url"": ""http://127.0.0.1:1200/bilibili/user/video/43276908""}, ""run"": {""run_id"": ""rss_20260516_082523_326277_videos-51174438"", ""source_id"": ""videos-51174438"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:23.326277+00:00"", ""finished_at"": ""2026-05-16T08:25:43.496721+00:00"", ""duration_ms"": 20170, ""duration_seconds"": 20.17, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_code"": ""rss_fetch_timeout"",",timeout
机器之心,Articles,,https://www.jiqizhixin.com/rss,https://www.jiqizhixin.com/rss,"{""ok"": false, ""error"": {""error_code"": ""rss_parse_error"", ""message"": ""failed to parse feed: <unknown>:12:244: mismatched tag"", ""retryable"": false, ""source_id"": ""articles-f5d6d15c"", ""feed_url"": ""https://www.jiqizhixin.com/rss""}, ""run"": {""run_id"": ""rss_20260516_082530_314416_articles-f5d6d15c"", ""source_id"": ""articles-f5d6d15c"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:30.314416+00:00"", ""finished_at"": ""2026-05-16T08:25:34.595535+00:00"", ""duration_ms"": 4281, ""duration_seconds"": 4.281, ""error_code"": ""rss_parse_error"", ""error_message"": ""failed to parse feed: <unknown>:12:244: mismatched tag"", ""retryable"": false, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ",feed_parse_error
极客公园,Articles,,https://www.geekpark.net/rss,https://www.geekpark.net/rss,"{""ok"": false, ""error"": {""error_code"": ""unknown_error"", ""message"": ""Remote end closed connection without response"", ""retryable"": true, ""source_id"": ""articles-8a492afd"", ""feed_url"": ""https://www.geekpark.net/rss""}, ""run"": {""run_id"": ""rss_20260516_082535_871287_articles-8a492afd"", ""source_id"": ""articles-8a492afd"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:25:35.871287+00:00"", ""finished_at"": ""2026-05-16T08:25:37.824860+00:00"", ""duration_ms"": 1954, ""duration_seconds"": 1.954, ""error_code"": ""unknown_error"", ""error_message"": ""Remote end closed connection without response"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null",unknown
